event_type,scheduled_at_utc,importance,source,source_series_names
NFP,2016-06-03 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (May); Nonfarm Payrolls Private (May)
FOMC_DECISION,2016-06-15 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
CPI,2016-06-16 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (May); Core Inflation Rate YoY (May); Inflation Rate MoM (May); Inflation Rate YoY (May)
PCE,2016-06-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (May); Core PCE Price Index YoY (May); PCE Price Index MoM (May); PCE Price Index YoY (May)
FOMC_MINUTES,2016-07-06 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2016-07-08 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jun); Nonfarm Payrolls Private (Jun)
CPI,2016-07-15 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jun); Core Inflation Rate YoY (Jun); Inflation Rate MoM (Jun); Inflation Rate YoY (Jun)
FOMC_DECISION,2016-07-27 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2016-08-02 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jun); Core PCE Price Index YoY (Jun); PCE Price Index MoM (Jun); PCE Price Index YoY (Jun)
NFP,2016-08-05 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jul); Nonfarm Payrolls Private (Jul)
CPI,2016-08-16 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jul); Core Inflation Rate YoY (Jul); Inflation Rate MoM (Jul); Inflation Rate YoY (Jul)
FOMC_MINUTES,2016-08-17 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2016-08-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jul); Core PCE Price Index YoY (Jul); PCE Price Index MoM (Jul); PCE Price Index YoY (Jul)
NFP,2016-09-02 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Aug); Nonfarm Payrolls Private (Aug)
CPI,2016-09-16 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Aug); Core Inflation Rate YoY (Aug); Inflation Rate MoM (Aug); Inflation Rate YoY (Aug)
FOMC_DECISION,2016-09-21 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2016-09-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Aug); Core PCE Price Index YoY (Aug); PCE Price Index MoM (Aug); PCE Price Index YoY (Aug)
NFP,2016-10-07 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Sep); Nonfarm Payrolls Private (Sep)
FOMC_MINUTES,2016-10-12 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
CPI,2016-10-18 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Sep); Core Inflation Rate YoY (Sep); Inflation Rate MoM (Sep); Inflation Rate YoY (Sep)
PCE,2016-10-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Sep); Core PCE Price Index YoY (Sep); PCE Price Index MoM (Sep); PCE Price Index YoY (Sep)
FOMC_DECISION,2016-11-02 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2016-11-04 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Oct); Nonfarm Payrolls Private (Oct)
CPI,2016-11-17 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Oct); Core Inflation Rate YoY (Oct); Inflation Rate MoM (Oct); Inflation Rate YoY (Oct)
FOMC_MINUTES,2016-11-23 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2016-11-30 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Oct); Core PCE Price Index YoY (Oct); PCE Price Index MoM (Oct); PCE Price Index YoY (Oct)
NFP,2016-12-02 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Nov); Nonfarm Payrolls Private (Nov)
FOMC_DECISION,2016-12-14 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
CPI,2016-12-15 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Nov); Core Inflation Rate YoY (Nov); Inflation Rate MoM (Nov); Inflation Rate YoY (Nov)
PCE,2016-12-22 15:00:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Nov); Core PCE Price Index YoY (Nov); PCE Price Index MoM (Nov); PCE Price Index YoY (Nov)
FOMC_MINUTES,2017-01-04 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2017-01-06 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Dec); Nonfarm Payrolls Private (Dec)
CPI,2017-01-18 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Dec); Core Inflation Rate YoY (Dec); Inflation Rate MoM (Dec); Inflation Rate YoY (Dec)
PCE,2017-01-30 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Dec); Core PCE Price Index YoY (Dec); PCE Price Index MoM (Dec); PCE Price Index YoY (Dec)
FOMC_DECISION,2017-02-01 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2017-02-03 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jan); Nonfarm Payrolls Private (Jan)
CPI,2017-02-15 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jan); Core Inflation Rate YoY (Jan); Inflation Rate MoM (Jan); Inflation Rate YoY (Jan)
FOMC_MINUTES,2017-02-22 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2017-03-01 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jan); Core PCE Price Index YoY (Jan); PCE Price Index MoM (Jan); PCE Price Index YoY (Jan)
NFP,2017-03-10 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Feb); Nonfarm Payrolls Private (Feb)
CPI,2017-03-15 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Feb); Core Inflation Rate YoY (Feb); Inflation Rate MoM (Feb); Inflation Rate YoY (Feb)
FOMC_DECISION,2017-03-15 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2017-03-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Feb); Core PCE Price Index YoY (Feb); PCE Price Index MoM (Feb); PCE Price Index YoY (Feb)
FOMC_MINUTES,2017-04-05 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2017-04-07 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Mar); Nonfarm Payrolls Private (Mar)
CPI,2017-04-14 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Mar); Core Inflation Rate YoY (Mar); Inflation Rate MoM (Mar); Inflation Rate YoY (Mar)
PCE,2017-05-01 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Mar); Core PCE Price Index YoY (Mar); PCE Price Index MoM (Mar); PCE Price Index YoY (Mar)
FOMC_DECISION,2017-05-03 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2017-05-05 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Apr); Nonfarm Payrolls Private (Apr)
CPI,2017-05-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Apr); Core Inflation Rate YoY (Apr); Inflation Rate MoM (Apr); Inflation Rate YoY (Apr)
FOMC_MINUTES,2017-05-24 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2017-05-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Apr); Core PCE Price Index YoY (Apr); PCE Price Index MoM (Apr); PCE Price Index YoY (Apr)
NFP,2017-06-02 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (May); Nonfarm Payrolls Private (May)
CPI,2017-06-14 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (May); Core Inflation Rate YoY (May); Inflation Rate MoM (May); Inflation Rate YoY (May)
FOMC_DECISION,2017-06-14 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2017-06-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (May); Core PCE Price Index YoY (May); PCE Price Index MoM (May); PCE Price Index YoY (May)
FOMC_MINUTES,2017-07-05 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2017-07-07 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jun); Nonfarm Payrolls Private (Jun)
CPI,2017-07-14 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jun); Core Inflation Rate YoY (Jun); Inflation Rate MoM (Jun); Inflation Rate YoY (Jun)
FOMC_DECISION,2017-07-26 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2017-08-01 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jun); Core PCE Price Index YoY (Jun); PCE Price Index MoM (Jun); PCE Price Index YoY (Jun)
NFP,2017-08-04 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jul); Nonfarm Payrolls Private (Jul)
CPI,2017-08-11 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jul); Core Inflation Rate YoY (Jul); Inflation Rate MoM (Jul); Inflation Rate YoY (Jul)
FOMC_MINUTES,2017-08-16 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2017-08-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jul); Core PCE Price Index YoY (Jul); PCE Price Index MoM (Jul); PCE Price Index YoY (Jul)
NFP,2017-09-01 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Aug); Nonfarm Payrolls Private (Aug)
CPI,2017-09-14 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Aug); Core Inflation Rate YoY (Aug); Inflation Rate MoM (Aug); Inflation Rate YoY (Aug)
FOMC_DECISION,2017-09-20 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2017-09-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Aug); Core PCE Price Index YoY (Aug); PCE Price Index MoM (Aug); PCE Price Index YoY (Aug)
NFP,2017-10-06 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Sep); Nonfarm Payrolls Private (Sep)
FOMC_MINUTES,2017-10-11 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
CPI,2017-10-13 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Sep); Core Inflation Rate YoY (Sep); Inflation Rate MoM (Sep); Inflation Rate YoY (Sep)
PCE,2017-10-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Sep); Core PCE Price Index YoY (Sep); PCE Price Index MoM (Sep); PCE Price Index YoY (Sep)
FOMC_DECISION,2017-11-01 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2017-11-03 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Oct); Nonfarm Payrolls Private (Oct)
CPI,2017-11-15 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Oct); Core Inflation Rate YoY (Oct); Inflation Rate MoM (Oct); Inflation Rate YoY (Oct)
FOMC_MINUTES,2017-11-22 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2017-11-30 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Oct); Core PCE Price Index YoY (Oct); PCE Price Index MoM (Oct); PCE Price Index YoY (Oct)
NFP,2017-12-08 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Nov); Nonfarm Payrolls Private (Nov)
CPI,2017-12-13 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Nov); Core Inflation Rate YoY (Nov); Inflation Rate MoM (Nov); Inflation Rate YoY (Nov)
FOMC_DECISION,2017-12-13 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2017-12-22 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Nov); Core PCE Price Index YoY (Nov); PCE Price Index MoM (Nov); PCE Price Index YoY (Nov)
FOMC_MINUTES,2018-01-03 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2018-01-05 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Dec); Nonfarm Payrolls Private (Dec)
CPI,2018-01-12 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Dec); Core Inflation Rate YoY (Dec); Inflation Rate MoM (Dec); Inflation Rate YoY (Dec)
PCE,2018-01-29 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Dec); Core PCE Price Index YoY (Dec); PCE Price Index MoM (Dec); PCE Price Index YoY (Dec)
FOMC_DECISION,2018-01-31 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2018-02-02 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jan); Nonfarm Payrolls Private (Jan)
CPI,2018-02-14 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jan); Core Inflation Rate YoY (Jan); Inflation Rate MoM (Jan); Inflation Rate YoY (Jan)
FOMC_MINUTES,2018-02-21 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2018-03-01 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jan); Core PCE Price Index YoY (Jan); PCE Price Index MoM (Jan); PCE Price Index YoY (Jan)
NFP,2018-03-09 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Feb); Nonfarm Payrolls Private (Feb)
CPI,2018-03-13 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Feb); Core Inflation Rate YoY (Feb); Inflation Rate MoM (Feb); Inflation Rate YoY (Feb)
FOMC_DECISION,2018-03-21 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2018-03-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Feb); Core PCE Price Index YoY (Feb); PCE Price Index MoM (Feb); PCE Price Index YoY (Feb)
NFP,2018-04-06 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Mar); Nonfarm Payrolls Private (Mar)
CPI,2018-04-11 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Mar); Core Inflation Rate YoY (Mar); Inflation Rate MoM (Mar); Inflation Rate YoY (Mar)
FOMC_MINUTES,2018-04-11 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2018-04-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Mar); Core PCE Price Index YoY (Mar); PCE Price Index MoM (Mar); PCE Price Index YoY (Mar)
FOMC_DECISION,2018-05-02 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2018-05-04 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Apr); Nonfarm Payrolls Private (Apr)
CPI,2018-05-10 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Apr); Core Inflation Rate YoY (Apr); Inflation Rate MoM (Apr); Inflation Rate YoY (Apr)
FOMC_MINUTES,2018-05-23 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2018-05-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Apr); Core PCE Price Index YoY (Apr); PCE Price Index MoM (Apr); PCE Price Index YoY (Apr)
NFP,2018-06-01 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (May); Nonfarm Payrolls Private (May)
CPI,2018-06-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (May); Core Inflation Rate YoY (May); Inflation Rate MoM (May); Inflation Rate YoY (May)
FOMC_DECISION,2018-06-13 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2018-06-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (May); Core PCE Price Index YoY (May); PCE Price Index MoM (May); PCE Price Index YoY (May)
FOMC_MINUTES,2018-07-05 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2018-07-06 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jun); Nonfarm Payrolls Private (Jun)
CPI,2018-07-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jun); Core Inflation Rate YoY (Jun); Inflation Rate MoM (Jun); Inflation Rate YoY (Jun)
PCE,2018-07-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jun); Core PCE Price Index YoY (Jun); PCE Price Index MoM (Jun); PCE Price Index YoY (Jun)
FOMC_DECISION,2018-08-01 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2018-08-03 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jul); Nonfarm Payrolls Private (Jul)
CPI,2018-08-10 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jul); Core Inflation Rate YoY (Jul); Inflation Rate MoM (Jul); Inflation Rate YoY (Jul)
FOMC_MINUTES,2018-08-22 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2018-08-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jul); Core PCE Price Index YoY (Jul); PCE Price Index MoM (Jul); PCE Price Index YoY (Jul)
NFP,2018-09-07 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Aug); Nonfarm Payrolls Private (Aug)
CPI,2018-09-13 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Aug); Core Inflation Rate YoY (Aug); Inflation Rate MoM (Aug); Inflation Rate YoY (Aug)
FOMC_DECISION,2018-09-26 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2018-09-28 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Aug); Core PCE Price Index YoY (Aug); PCE Price Index MoM (Aug); PCE Price Index YoY (Aug)
NFP,2018-10-05 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Sep); Nonfarm Payrolls Private (Sep)
CPI,2018-10-11 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Sep); Core Inflation Rate YoY (Sep); Inflation Rate MoM (Sep); Inflation Rate YoY (Sep)
FOMC_MINUTES,2018-10-17 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2018-10-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Sep); Core PCE Price Index YoY (Sep); PCE Price Index MoM (Sep); PCE Price Index YoY (Sep)
NFP,2018-11-02 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Oct); Nonfarm Payrolls Private (Oct)
FOMC_DECISION,2018-11-08 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
CPI,2018-11-14 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Oct); Core Inflation Rate YoY (Oct); Inflation Rate MoM (Oct); Inflation Rate YoY (Oct)
PCE,2018-11-29 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Oct); Core PCE Price Index YoY (Oct); PCE Price Index MoM (Oct); PCE Price Index YoY (Oct)
FOMC_MINUTES,2018-11-29 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2018-12-07 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Nov); Nonfarm Payrolls Private (Nov)
CPI,2018-12-12 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Nov); Core Inflation Rate YoY (Nov); Inflation Rate MoM (Nov); Inflation Rate YoY (Nov)
FOMC_DECISION,2018-12-19 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2018-12-21 15:00:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Nov); Core PCE Price Index YoY (Nov); PCE Price Index MoM (Nov); PCE Price Index YoY (Nov)
NFP,2019-01-04 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Dec); Nonfarm Payrolls Private (Dec)
FOMC_MINUTES,2019-01-09 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
CPI,2019-01-11 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Dec); Core Inflation Rate YoY (Dec); Inflation Rate MoM (Dec); Inflation Rate YoY (Dec)
FOMC_DECISION,2019-01-30 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2019-02-01 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jan); Nonfarm Payrolls Private (Jan)
CPI,2019-02-13 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jan); Core Inflation Rate YoY (Jan); Inflation Rate MoM (Jan); Inflation Rate YoY (Jan)
FOMC_MINUTES,2019-02-20 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2019-03-01 13:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Dec); Core PCE Price Index YoY (Dec); PCE Price Index MoM (Dec); PCE Price Index YoY (Dec)
NFP,2019-03-08 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Feb); Nonfarm Payrolls Private (Feb)
CPI,2019-03-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Feb); Core Inflation Rate YoY (Feb); Inflation Rate MoM (Feb); Inflation Rate YoY (Feb)
FOMC_DECISION,2019-03-20 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2019-03-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jan); Core PCE Price Index YoY (Jan); PCE Price Index MoM (Jan); PCE Price Index YoY (Jan)
NFP,2019-04-05 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Mar); Nonfarm Payrolls Private (Mar)
CPI,2019-04-10 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Mar); Core Inflation Rate YoY (Mar); Inflation Rate MoM (Mar); Inflation Rate YoY (Mar)
FOMC_MINUTES,2019-04-10 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2019-04-29 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Feb); Core PCE Price Index MoM (Mar); Core PCE Price Index YoY (Feb); Core PCE Price Index YoY (Mar); PCE Price Index MoM (Feb); PCE Price Index MoM (Mar); PCE Price Index YoY (Feb); PCE Price Index YoY (Mar)
FOMC_DECISION,2019-05-01 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2019-05-03 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Apr); Nonfarm Payrolls Private (Apr)
CPI,2019-05-10 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Apr); Core Inflation Rate YoY (Apr); Inflation Rate MoM (Apr); Inflation Rate YoY (Apr)
FOMC_MINUTES,2019-05-22 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2019-05-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Apr); Core PCE Price Index YoY (Apr); PCE Price Index MoM (Apr); PCE Price Index YoY (Apr)
NFP,2019-06-07 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (May); Nonfarm Payrolls Private (May)
CPI,2019-06-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (May); Core Inflation Rate YoY (May); Inflation Rate MoM (May); Inflation Rate YoY (May)
FOMC_DECISION,2019-06-19 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2019-06-28 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (May); Core PCE Price Index YoY (May); PCE Price Index MoM (May); PCE Price Index YoY (May)
NFP,2019-07-05 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jun); Nonfarm Payrolls Private (Jun)
FOMC_MINUTES,2019-07-10 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
CPI,2019-07-11 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jun); Core Inflation Rate YoY (Jun); Inflation Rate MoM (Jun); Inflation Rate YoY (Jun)
PCE,2019-07-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jun); Core PCE Price Index YoY (Jun); PCE Price Index MoM (Jun); PCE Price Index YoY (Jun)
FOMC_DECISION,2019-07-31 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
NFP,2019-08-02 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Jul); Nonfarm Payrolls Private (Jul)
CPI,2019-08-13 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Jul); Core Inflation Rate YoY (Jul); Inflation Rate MoM (Jul); Inflation Rate YoY (Jul)
FOMC_MINUTES,2019-08-21 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2019-08-30 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Jul); Core PCE Price Index YoY (Jul); PCE Price Index MoM (Jul); PCE Price Index YoY (Jul)
NFP,2019-09-06 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Aug); Nonfarm Payrolls Private (Aug)
CPI,2019-09-12 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Aug); Core Inflation Rate YoY (Aug); Inflation Rate MoM (Aug); Inflation Rate YoY (Aug)
FOMC_DECISION,2019-09-18 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2019-09-27 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Aug); Core PCE Price Index YoY (Aug); PCE Price Index MoM (Aug); PCE Price Index YoY (Aug)
NFP,2019-10-04 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Sep); Nonfarm Payrolls Private (Sep)
FOMC_MINUTES,2019-10-09 18:00:00,medium,fmp_economics_calendar,FOMC Minutes
CPI,2019-10-10 12:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Sep); Core Inflation Rate YoY (Sep); Inflation Rate MoM (Sep); Inflation Rate YoY (Sep)
FOMC_DECISION,2019-10-30 18:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2019-10-31 12:30:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Sep); Core PCE Price Index YoY (Sep); PCE Price Index MoM (Sep); PCE Price Index YoY (Sep)
NFP,2019-11-01 12:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Oct); Nonfarm Payrolls Private (Oct)
CPI,2019-11-13 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Oct); Core Inflation Rate YoY (Oct); Inflation Rate MoM (Oct); Inflation Rate YoY (Oct)
FOMC_MINUTES,2019-11-20 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
PCE,2019-11-27 15:00:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Oct); Core PCE Price Index YoY (Oct); PCE Price Index MoM (Oct); PCE Price Index YoY (Oct)
NFP,2019-12-06 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Nov); Nonfarm Payrolls Private (Nov)
CPI,2019-12-11 13:30:00,high,fmp_economics_calendar,Core Inflation Rate MoM (Nov); Core Inflation Rate YoY (Nov); Inflation Rate MoM (Nov); Inflation Rate YoY (Nov)
FOMC_DECISION,2019-12-11 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
PCE,2019-12-20 15:00:00,medium,fmp_economics_calendar,Core PCE Price Index MoM (Nov); Core PCE Price Index YoY (Nov); PCE Price Index MoM (Nov); PCE Price Index YoY (Nov)
FOMC_MINUTES,2020-01-03 19:00:00,medium,fmp_economics_calendar,FOMC Minutes
NFP,2020-01-10 13:30:00,high,fmp_economics_calendar,Non Farm Payrolls (Dec); Nonfarm Payrolls Private (Dec)
CPI,2020-01-14 13:30:00,high,fmp_economics_calendar,CPI (Dec); CPI MoM (Dec); CPI YoY (Dec); Core CPI (Dec); Core CPI MoM (Dec); Core CPI YoY (Dec); Core Inflation Rate MoM (Dec); Core Inflation Rate YoY (Dec); Inflation Rate MoM (Dec); Inflation Rate YoY (Dec)
FOMC_DECISION,2020-01-29 19:00:00,high,fmp_economics_calendar,Fed Interest Rate Decision
